"Downloaded on",02/27/2024,"22:09:49 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22search%22%3A%22gun%22%2C%22congress%22%3A%5B%22117%22%2C%22116%22%2C%22115%22%2C%22114%22%2C%22113%22%2C%22112%22%2C%22111%22%2C%22110%22%2C%22109%22%2C%22108%22%2C%22107%22%5D%2C%22source%22%3A%22legislation%22%2C%22bill-status%22%3A%22all%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title
"H.R. 7585",https://www.congress.gov/bill/117th-congress/house-bill/7585,"117th Congress (2021-2022)","Health Equity and Accountability Act of 2022"
"S. 4486",https://www.congress.gov/bill/117th-congress/senate-bill/4486,"117th Congress (2021-2022)","Health Equity and Accountability Act of 2022"
"H.R. 1280",https://www.congress.gov/bill/117th-congress/house-bill/1280,"117th Congress (2021-2022)","George Floyd Justice in Policing Act of 2021"
"H.R. 1620",https://www.congress.gov/bill/117th-congress/house-bill/1620,"117th Congress (2021-2022)","Violence Against Women Act Reauthorization Act of 2021"
"H.R. 7900",https://www.congress.gov/bill/117th-congress/house-bill/7900,"117th Congress (2021-2022)","National Defense Authorization Act for Fiscal Year 2023"
"H.R. 8256",https://www.congress.gov/bill/117th-congress/house-bill/8256,"117th Congress (2021-2022)","Commerce, Justice, Science, and Related Agencies Appropriations Act, 2023"
"S. 1605",https://www.congress.gov/bill/117th-congress/senate-bill/1605,"117th Congress (2021-2022)","National Defense Authorization Act for Fiscal Year 2022"
"H.R. 4350",https://www.congress.gov/bill/117th-congress/house-bill/4350,"117th Congress (2021-2022)","National Defense Authorization Act for Fiscal Year 2022"
"H.R. 4432",https://www.congress.gov/bill/117th-congress/house-bill/4432,"117th Congress (2021-2022)","Department of Defense Appropriations Act, 2022"
"H.Res. 1512",https://www.congress.gov/bill/117th-congress/house-resolution/1512,"117th Congress (2021-2022)","Providing for the concurrence by the House in the Senate amendment to H.R. 7776, with an amendment."
"H.R. 7776",https://www.congress.gov/bill/117th-congress/house-bill/7776,"117th Congress (2021-2022)","James M. Inhofe National Defense Authorization Act for Fiscal Year 2023"
"H.R. 4502",https://www.congress.gov/bill/117th-congress/house-bill/4502,"117th Congress (2021-2022)","Labor, Health and Human Services, Education, Agriculture, Rural Development, Energy and Water Development, Financial Services and General Government, Interior, Environment, Military Construction, Veterans Affairs, Transportation, and Housing and Urban Development Appropriations Act, 2022"
"S. 2747",https://www.congress.gov/bill/117th-congress/senate-bill/2747,"117th Congress (2021-2022)","Freedom to Vote Act"
"H.R. 5746",https://www.congress.gov/bill/117th-congress/house-bill/5746,"117th Congress (2021-2022)","Freedom to Vote: John R. Lewis Act"
"H.R. 2617",https://www.congress.gov/bill/117th-congress/house-bill/2617,"117th Congress (2021-2022)","Consolidated Appropriations Act, 2023"
"H.R. 2471",https://www.congress.gov/bill/117th-congress/house-bill/2471,"117th Congress (2021-2022)","Consolidated Appropriations Act, 2022"
"H.R. 3684",https://www.congress.gov/bill/117th-congress/house-bill/3684,"117th Congress (2021-2022)","Infrastructure Investment and Jobs Act"
"H.Res. 391",https://www.congress.gov/bill/116th-congress/house-resolution/391,"116th Congress (2019-2020)","Supporting the goals and ideals of National Gun Violence Awareness Weekend and National Gun Violence Awareness Month."
"H.Res. 977",https://www.congress.gov/bill/116th-congress/house-resolution/977,"116th Congress (2019-2020)","Expressing support for the designation of June 5, 2020, as ""National Gun Violence Awareness Day"" and June 2020 as ""National Gun Violence Awareness Month""."
"H.Res. 993",https://www.congress.gov/bill/116th-congress/house-resolution/993,"116th Congress (2019-2020)","Expressing support for the designation of June 2020 as ""National Gun Violence Awareness Month"", and calling on Congress to address gun violence."
"S.Res. 592",https://www.congress.gov/bill/116th-congress/senate-resolution/592,"116th Congress (2019-2020)","A resolution expressing support for the designation of June 5, 2020, as ""National Gun Violence Awareness Day"" and June 2020 as ""National Gun Violence Awareness Month""."
"H.R. 1266",https://www.congress.gov/bill/116th-congress/house-bill/1266,"116th Congress (2019-2020)","Ghost Guns Are Guns Act"
"S.Res. 217",https://www.congress.gov/bill/116th-congress/senate-resolution/217,"116th Congress (2019-2020)","A resolution expressing support for the designation of June 7 through June 9, 2019, as ""National Gun Violence Awareness Weekend"" and June 2019 as ""National Gun Violence Awareness Month""."
"H.R. 820",https://www.congress.gov/bill/116th-congress/house-bill/820,"116th Congress (2019-2020)","Gun Show Loophole Closing Act of 2019"
"H.R. 2585",https://www.congress.gov/bill/116th-congress/house-bill/2585,"116th Congress (2019-2020)","Resources for Victims of Gun Violence Act of 2019"
"S. 1352",https://www.congress.gov/bill/116th-congress/senate-bill/1352,"116th Congress (2019-2020)","Resources for Victims of Gun Violence Act of 2019"
"H.R. 2674",https://www.congress.gov/bill/116th-congress/house-bill/2674,"116th Congress (2019-2020)","Gun Theft Prevention Act"
"H.R. 1279",https://www.congress.gov/bill/116th-congress/house-bill/1279,"116th Congress (2019-2020)","Safer Neighborhoods Gun Buyback Act of 2019"
"H.R. 2303",https://www.congress.gov/bill/116th-congress/house-bill/2303,"116th Congress (2019-2020)","Gladys Ricart Gun Offender Registry Act"
"H.R. 435",https://www.congress.gov/bill/116th-congress/house-bill/435,"116th Congress (2019-2020)","National Gun Violence Research Act"
"H.R. 5717",https://www.congress.gov/bill/116th-congress/house-bill/5717,"116th Congress (2019-2020)","Gun Violence Prevention and Community Safety Act of 2020"
"S. 3254",https://www.congress.gov/bill/116th-congress/senate-bill/3254,"116th Congress (2019-2020)","Gun Violence Prevention and Community Safety Act of 2020"
"H.R. 4177",https://www.congress.gov/bill/116th-congress/house-bill/4177,"116th Congress (2019-2020)","Gun Safety Board and Research Act of 2019"
"H.R. 4730",https://www.congress.gov/bill/116th-congress/house-bill/4730,"116th Congress (2019-2020)","Advancing Gun Safety Technology Act of 2019"
"S. 184",https://www.congress.gov/bill/116th-congress/senate-bill/184,"116th Congress (2019-2020)","Gun Violence Prevention Research Act"
"H.R. 674",https://www.congress.gov/bill/116th-congress/house-bill/674,"116th Congress (2019-2020)","Gun Violence Prevention Research Act of 2019"
"H.R. 1670",https://www.congress.gov/bill/116th-congress/house-bill/1670,"116th Congress (2019-2020)","Hadiya Pendleton and Nyasia Pryear-Yard Gun Trafficking and Crime Prevention Act of 2019"
"S. 730",https://www.congress.gov/bill/116th-congress/senate-bill/730,"116th Congress (2019-2020)","Hadiya Pendleton and Nyasia Pryear-Yard Gun Trafficking and Crime Prevention Act of 2019"
"H.R. 3214",https://www.congress.gov/bill/116th-congress/house-bill/3214,"116th Congress (2019-2020)","Equal Access to Justice for Victims of Gun Violence Act"
"H.R. 4116",https://www.congress.gov/bill/116th-congress/house-bill/4116,"116th Congress (2019-2020)","Prevent Gun Trafficking Act"
"H.R. 4784",https://www.congress.gov/bill/116th-congress/house-bill/4784,"116th Congress (2019-2020)","To require the National Institute of Justice to update its research report, entitled ""A Review of Gun Safety Technologies""."
"H.R. 167",https://www.congress.gov/bill/116th-congress/house-bill/167,"116th Congress (2019-2020)","To prohibit the transfer of a firearm at a gun show by a person who is not a licensed dealer."
"H.R. 3234",https://www.congress.gov/bill/116th-congress/house-bill/3234,"116th Congress (2019-2020)","Keeping Gun Dealers Honest Act of 2019"
"S. 1795",https://www.congress.gov/bill/116th-congress/senate-bill/1795,"116th Congress (2019-2020)","Keeping Gun Dealers Honest Act of 2019"
"H.R. 5917",https://www.congress.gov/bill/116th-congress/house-bill/5917,"116th Congress (2019-2020)","Gun Records Restoration and Preservation Act"
"S. 459",https://www.congress.gov/bill/116th-congress/senate-bill/459,"116th Congress (2019-2020)","Stopping the Traffic in Overseas Proliferation of Ghost Guns Act"
"H.R. 5836",https://www.congress.gov/bill/116th-congress/house-bill/5836,"116th Congress (2019-2020)","Prosecuting Gun Crimes Saves Lives Act"
"H.R. 971",https://www.congress.gov/bill/116th-congress/house-bill/971,"116th Congress (2019-2020)","AVERT Future Gun Violence Act of 2019"
"H.R. 5132",https://www.congress.gov/bill/116th-congress/house-bill/5132,"116th Congress (2019-2020)","Gun Violence Prevention Through Financial Intelligence Act"
"H.R. 3265",https://www.congress.gov/bill/116th-congress/house-bill/3265,"116th Congress (2019-2020)","3D Printed Gun Safety Act of 2019"
"S. 1831",https://www.congress.gov/bill/116th-congress/senate-bill/1831,"116th Congress (2019-2020)","3D Printed Gun Safety Act of 2019"
"S. 1779",https://www.congress.gov/bill/116th-congress/senate-bill/1779,"116th Congress (2019-2020)","Equal Access to Justice for Victims of Gun Violence Act"
"H.R. 5866",https://www.congress.gov/bill/116th-congress/house-bill/5866,"116th Congress (2019-2020)","Gun Trafficker Detection Act"
"H.R. 9053",https://www.congress.gov/bill/116th-congress/house-bill/9053,"116th Congress (2019-2020)","No Congressional Gun Loophole Act"
"H.Con.Res. 46",https://www.congress.gov/bill/116th-congress/house-concurrent-resolution/46,"116th Congress (2019-2020)","Expressing support for the designation of June 21 as National ASK (Asking Saves Kids) Day to promote children's health and safe storage of guns in the home."
"H.R. 1761",https://www.congress.gov/bill/116th-congress/house-bill/1761,"116th Congress (2019-2020)","Gun Owner Registration Information Protection Act"
"S. 351",https://www.congress.gov/bill/116th-congress/senate-bill/351,"116th Congress (2019-2020)","Gun Owner Registration Information Protection Act"
"H.R. 1114",https://www.congress.gov/bill/116th-congress/house-bill/1114,"116th Congress (2019-2020)","To require the Surgeon General of the Public Health Service to submit to Congress an annual report on the effects of gun violence on public health."
"H.R. 4271",https://www.congress.gov/bill/116th-congress/house-bill/4271,"116th Congress (2019-2020)","Gun Suicide Prevention Act"
"S. 4271",https://www.congress.gov/bill/116th-congress/senate-bill/4271,"116th Congress (2019-2020)","Virginia Plan to Reduce Gun Violence Act of 2020"
"H.R. 157",https://www.congress.gov/bill/116th-congress/house-bill/157,"116th Congress (2019-2020)","Gun Manufacturers Accountability Act"
"H.R. 2364",https://www.congress.gov/bill/116th-congress/house-bill/2364,"116th Congress (2019-2020)","Investor Choice Against Gun Proliferation Act"
"S. 4040",https://www.congress.gov/bill/116th-congress/senate-bill/4040,"116th Congress (2019-2020)","Gun Owner Privacy Act"
"H.R. 6006",https://www.congress.gov/bill/116th-congress/house-bill/6006,"116th Congress (2019-2020)","Crime Gun Tracing Modernization Act of 2020"
"S. 3348",https://www.congress.gov/bill/116th-congress/senate-bill/3348,"116th Congress (2019-2020)","Crime Gun Tracing Modernization Act of 2020"
"H.R. 7468",https://www.congress.gov/bill/116th-congress/house-bill/7468,"116th Congress (2019-2020)","Stop Home Manufacture of Ghost Guns Act of 2020"
"H.R. 8821",https://www.congress.gov/bill/116th-congress/house-bill/8821,"116th Congress (2019-2020)","Keeping Guns From Criminals Act"
"H.R. 1726",https://www.congress.gov/bill/116th-congress/house-bill/1726,"116th Congress (2019-2020)","Protecting Gun Owners in Bankruptcy Act of 2019"
"S.Con.Res. 40",https://www.congress.gov/bill/116th-congress/senate-concurrent-resolution/40,"116th Congress (2019-2020)","A concurrent resolution expressing the sense of Congress that undue restrictions on the right of law-abiding gun owners to carry a firearm for self-defense outside of the home violate the Second Amendment to the Constitution of the United States."
"H.R. 4691",https://www.congress.gov/bill/116th-congress/house-bill/4691,"116th Congress (2019-2020)","Safe Gun Storage Act of 2019"
"S. 3065",https://www.congress.gov/bill/116th-congress/senate-bill/3065,"116th Congress (2019-2020)","Safe Gun Storage Act of 2019"
"H.R. 1745",https://www.congress.gov/bill/116th-congress/house-bill/1745,"116th Congress (2019-2020)","Gun Violence Prevention Act of 2019"
"H.R. 3552",https://www.congress.gov/bill/116th-congress/house-bill/3552,"116th Congress (2019-2020)","Unlawful Gun Buyer Alert Act"
"H.R. 1116",https://www.congress.gov/bill/116th-congress/house-bill/1116,"116th Congress (2019-2020)","Keeping Guns from High-Risk Individuals Act"
"H.R. 33",https://www.congress.gov/bill/116th-congress/house-bill/33,"116th Congress (2019-2020)","Gun Trafficking Prohibition Act"
"H.Res. 231",https://www.congress.gov/bill/116th-congress/house-resolution/231,"116th Congress (2019-2020)","Keeping guns out of classrooms."
"H.R. 1287",https://www.congress.gov/bill/116th-congress/house-bill/1287,"116th Congress (2019-2020)","No Guns for Abusers Act of 2019"
"S.Res. 110",https://www.congress.gov/bill/116th-congress/senate-resolution/110,"116th Congress (2019-2020)","A resolution keeping guns out of classrooms."
"H.R. 659",https://www.congress.gov/bill/116th-congress/house-bill/659,"116th Congress (2019-2020)","Buyback Our Safety Act"
"H.R. 2621",https://www.congress.gov/bill/116th-congress/house-bill/2621,"116th Congress (2019-2020)","Homeland Security Assessment of Terrorists"
"H.R. 942",https://www.congress.gov/bill/116th-congress/house-bill/942,"116th Congress (2019-2020)","SAFETY Act"
"S. 1884",https://www.congress.gov/bill/116th-congress/senate-bill/1884,"116th Congress (2019-2020)","SAFETY Act"
"H.R. 6318",https://www.congress.gov/bill/116th-congress/house-bill/6318,"116th Congress (2019-2020)","Urban Progress Act of 2020"
"H.R. 2179",https://www.congress.gov/bill/116th-congress/house-bill/2179,"116th Congress (2019-2020)","Federal Firearms Licensee Protection Act"
"S. 3743",https://www.congress.gov/bill/116th-congress/senate-bill/3743,"116th Congress (2019-2020)","Untraceable Firearms Act of 2020"
"H.R. 3553",https://www.congress.gov/bill/116th-congress/house-bill/3553,"116th Congress (2019-2020)","Untraceable Firearms Act of 2019"
"H.R. 282",https://www.congress.gov/bill/116th-congress/house-bill/282,"116th Congress (2019-2020)","SAFER Now Act"
"H.R. 3200",https://www.congress.gov/bill/116th-congress/house-bill/3200,"116th Congress (2019-2020)","Safe Students Act"
"H.R. 7977",https://www.congress.gov/bill/116th-congress/house-bill/7977,"116th Congress (2019-2020)","Firearms Retailer Code of Conduct Act of 2020"
"S. 193",https://www.congress.gov/bill/116th-congress/senate-bill/193,"116th Congress (2019-2020)","Ethan's Law"
"H.R. 2867",https://www.congress.gov/bill/116th-congress/house-bill/2867,"116th Congress (2019-2020)","Ethan's Law"
"H.R. 3435",https://www.congress.gov/bill/116th-congress/house-bill/3435,"116th Congress (2019-2020)","Local Public Health And Safety Protection Act"
"S. 2671",https://www.congress.gov/bill/116th-congress/senate-bill/2671,"116th Congress (2019-2020)","Break the Cycle of Violence Act"
"H.R. 4836",https://www.congress.gov/bill/116th-congress/house-bill/4836,"116th Congress (2019-2020)","Break the Cycle of Violence Act"
"H.R. 569",https://www.congress.gov/bill/116th-congress/house-bill/569,"116th Congress (2019-2020)","Zero Tolerance for Domestic Abusers Act of 2019"
"H.R. 4199",https://www.congress.gov/bill/116th-congress/house-bill/4199,"116th Congress (2019-2020)","Safer Communities Act of 2019"
"S. 120",https://www.congress.gov/bill/116th-congress/senate-bill/120,"116th Congress (2019-2020)","Protecting Domestic Violence and Stalking Victims Act of 2019"
"H.R. 8869",https://www.congress.gov/bill/116th-congress/house-bill/8869,"116th Congress (2019-2020)","PREP for All Students Act of 2020"
"S. 4956",https://www.congress.gov/bill/116th-congress/senate-bill/4956,"116th Congress (2019-2020)","PREP for All Students Act of 2020"
"H.R. 8",https://www.congress.gov/bill/116th-congress/house-bill/8,"116th Congress (2019-2020)","Bipartisan Background Checks Act of 2019"
"H.R. 930",https://www.congress.gov/bill/116th-congress/house-bill/930,"116th Congress (2019-2020)","Stopping the Iron Pipeline Act of 2019"
"H.R. 4789",https://www.congress.gov/bill/116th-congress/house-bill/4789,"116th Congress (2019-2020)","To allow Federal law enforcement officers to purchase retired service weapons, and for other purposes."
"S. 66",https://www.congress.gov/bill/116th-congress/senate-bill/66,"116th Congress (2019-2020)","Assault Weapons Ban of 2019"
"H.R. 1296",https://www.congress.gov/bill/116th-congress/house-bill/1296,"116th Congress (2019-2020)","Assault Weapons Ban of 2019"
"H.R. 8822",https://www.congress.gov/bill/116th-congress/house-bill/8822,"116th Congress (2019-2020)","AIM Act of 2020"
"S. 4841",https://www.congress.gov/bill/116th-congress/senate-bill/4841,"116th Congress (2019-2020)","AIM Act of 2020"
"H.Res. 1075",https://www.congress.gov/bill/116th-congress/house-resolution/1075,"116th Congress (2019-2020)","Commemorating one year since the domestic terror attack motivated by white supremacy occurred in El Paso, Texas, on August 3, 2019."
"H.R. 2634",https://www.congress.gov/bill/116th-congress/house-bill/2634,"116th Congress (2019-2020)","Closing the Loophole on Interstate Firearm Sales Act"
"S. 7",https://www.congress.gov/bill/116th-congress/senate-bill/7,"116th Congress (2019-2020)","Extreme Risk Protection Order and Violence Prevention Act of 2019"
"H.Res. 1013",https://www.congress.gov/bill/116th-congress/house-resolution/1013,"116th Congress (2019-2020)","Resolving that jurisdictions seeking to dismantle or reduce funding for the jurisdiction's police force should not unduly burden residents who seek to defend themselves."
"S. 1519",https://www.congress.gov/bill/116th-congress/senate-bill/1519,"116th Congress (2019-2020)","Protecting Communities and Preserving the Second Amendment Act of 2019"
"H.R. 4080",https://www.congress.gov/bill/116th-congress/house-bill/4080,"116th Congress (2019-2020)","Kimberly Vaughan Firearm Safe Storage Act"
"H.R. 4082",https://www.congress.gov/bill/116th-congress/house-bill/4082,"116th Congress (2019-2020)","Santa Fe High School Victims Act"
"S. 4068",https://www.congress.gov/bill/116th-congress/senate-bill/4068,"116th Congress (2019-2020)","Background Check Completion Act of 2020"
"H.R. 822",https://www.congress.gov/bill/116th-congress/house-bill/822,"116th Congress (2019-2020)","Firearm Risk Protection Act of 2019"
"H.R. 49",https://www.congress.gov/bill/116th-congress/house-bill/49,"116th Congress (2019-2020)","Accidental Firearms Transfers Reporting Act of 2019"
"H.R. 1262",https://www.congress.gov/bill/116th-congress/house-bill/1262,"116th Congress (2019-2020)","21 to Buy Act"
"H.R. 4939",https://www.congress.gov/bill/116th-congress/house-bill/4939,"116th Congress (2019-2020)","STOP Straw Purchases Act"
"H.R. 5716",https://www.congress.gov/bill/116th-congress/house-bill/5716,"116th Congress (2019-2020)","SAFER Voter Act."
"H.R. 2959",https://www.congress.gov/bill/116th-congress/house-bill/2959,"116th Congress (2019-2020)","Freedom from Assault Weapons Act"
"S. 3299",https://www.congress.gov/bill/116th-congress/senate-bill/3299,"116th Congress (2019-2020)","Tiahrt Restrictions Repeal Act"
"H.R. 1339",https://www.congress.gov/bill/116th-congress/house-bill/1339,"116th Congress (2019-2020)","MVP Act of 2019"
"S.J.Res. 24",https://www.congress.gov/bill/116th-congress/senate-joint-resolution/24,"116th Congress (2019-2020)","A joint resolution relating to the disapproval of the proposed sale to the Government of the Czech Republic of certain defense articles and services."
"S. 42",https://www.congress.gov/bill/116th-congress/senate-bill/42,"116th Congress (2019-2020)","Background Check Expansion Act"
"H.R. 4324",https://www.congress.gov/bill/116th-congress/house-bill/4324,"116th Congress (2019-2020)","Multiple Firearm Sales Reporting Modernization Act of 2019"
"H.R. 2443",https://www.congress.gov/bill/116th-congress/house-bill/2443,"116th Congress (2019-2020)","Firearms Interstate Commerce Reform Act"
"H.Res. 611",https://www.congress.gov/bill/116th-congress/house-resolution/611,"116th Congress (2019-2020)","Supporting the goals and ideals of ""National Nonviolence Week"" to raise awareness of youth violence in the United States."
"H.R. 1112",https://www.congress.gov/bill/116th-congress/house-bill/1112,"116th Congress (2019-2020)","Enhanced Background Checks Act of 2019"
"S.Res. 367",https://www.congress.gov/bill/116th-congress/senate-resolution/367,"116th Congress (2019-2020)","A resolution condemning the horrific attack in Dayton, Ohio, and expressing support and prayers for all those impacted by that tragedy."
"H.Res. 437",https://www.congress.gov/bill/116th-congress/house-resolution/437,"116th Congress (2019-2020)","Expressing support for the designation of November 20 through December 20 as ""National Survivors of Homicide Victims Awareness Month""."
"H.R. 743",https://www.congress.gov/bill/116th-congress/house-bill/743,"116th Congress (2019-2020)","Securing Our Children Act of 2019"
"H.Res. 536",https://www.congress.gov/bill/116th-congress/house-resolution/536,"116th Congress (2019-2020)","Strongly condemning the violent actions of Antifa and recognizing that it engages in domestic terrorism."
"H.R. 4301",https://www.congress.gov/bill/116th-congress/house-bill/4301,"116th Congress (2019-2020)","School Shooting Safety and Preparedness Act"
"S. 2710",https://www.congress.gov/bill/116th-congress/senate-bill/2710,"116th Congress (2019-2020)","A bill to prohibit the commercial export of covered munitions items to the Hong Kong Police Force."
"S. 320",https://www.congress.gov/bill/116th-congress/senate-bill/320,"116th Congress (2019-2020)","SECURE Firearm Storage Act"
"H.R. 939",https://www.congress.gov/bill/116th-congress/house-bill/939,"116th Congress (2019-2020)","SECURE Firearm Storage Act"
"S.J.Res. 26",https://www.congress.gov/bill/116th-congress/senate-joint-resolution/26,"116th Congress (2019-2020)","A joint resolution relating to the disapproval of the proposed sale to the Government of Qatar of certain defense articles and services."
"S. 3139",https://www.congress.gov/bill/116th-congress/senate-bill/3139,"116th Congress (2019-2020)","Lawful Interstate Transportation of Firearms Act"
"H.R. 175",https://www.congress.gov/bill/116th-congress/house-bill/175,"116th Congress (2019-2020)","To amend chapter 44 of title 18, United States Code, to more comprehensively address the interstate transportation of firearms or ammunition."
"H.R. 5935",https://www.congress.gov/bill/116th-congress/house-bill/5935,"116th Congress (2019-2020)","Lawful Interstate Transportation of Firearms Act"
"H.R. 8352",https://www.congress.gov/bill/116th-congress/house-bill/8352,"116th Congress (2019-2020)","Jobs and Justice Act of 2020"
"H.Res. 29",https://www.congress.gov/bill/116th-congress/house-resolution/29,"116th Congress (2019-2020)","Honoring the 150th anniversary of Fort Sill in Lawton, Oklahoma."
"S.Res. 11",https://www.congress.gov/bill/116th-congress/senate-resolution/11,"116th Congress (2019-2020)","A resolution honoring the 150th anniversary of Fort Sill in Lawton, Oklahoma."
"S.Res. 89",https://www.congress.gov/bill/116th-congress/senate-resolution/89,"116th Congress (2019-2020)","A resolution expressing the condolences of the Senate and honoring the memory of the victims of the mass shooting in Aurora, Illinois, on February 15, 2019."
"H.Res. 162",https://www.congress.gov/bill/116th-congress/house-resolution/162,"116th Congress (2019-2020)","Expressing the condolences of the House of Representatives and honoring the memory of the victims of the mass shooting in Aurora, Illinois, on February 15, 2019."
"H.R. 7347",https://www.congress.gov/bill/116th-congress/house-bill/7347,"116th Congress (2019-2020)","To designate the medical center of the Department of Veterans Affairs in Ann Arbor, Michigan, as the Lieutenant Colonel Charles S. Kettles Department of Veterans Affairs Medical Center."
"H.R. 8823",https://www.congress.gov/bill/116th-congress/house-bill/8823,"116th Congress (2019-2020)","Banning Rubber Bullets Act of 2020"
"H.R. 717",https://www.congress.gov/bill/116th-congress/house-bill/717,"116th Congress (2019-2020)","Raise the Age Act"
"H.R. 2251",https://www.congress.gov/bill/116th-congress/house-bill/2251,"116th Congress (2019-2020)","Protect Our Military Families’ 2nd Amendment Rights Act"
"H.R. 775",https://www.congress.gov/bill/116th-congress/house-bill/775,"116th Congress (2019-2020)","SHUSH Act"
"S. 202",https://www.congress.gov/bill/116th-congress/senate-bill/202,"116th Congress (2019-2020)","SHUSH Act"
"H.R. 1111",https://www.congress.gov/bill/116th-congress/house-bill/1111,"116th Congress (2019-2020)","Department of Peacebuilding Act of 2019"
"H.R. 5875",https://www.congress.gov/bill/116th-congress/house-bill/5875,"116th Congress (2019-2020)","Protect Our Military Families’ 2nd Amendment Rights Act"
"S. 3493",https://www.congress.gov/bill/116th-congress/senate-bill/3493,"116th Congress (2019-2020)","Protect Our Military Families’ 2nd Amendment Rights Act"
"S. 1757",https://www.congress.gov/bill/116th-congress/senate-bill/1757,"116th Congress (2019-2020)","United States Army Rangers Veterans of World War II Congressional Gold Medal Act"
"H.R. 719",https://www.congress.gov/bill/116th-congress/house-bill/719,"116th Congress (2019-2020)","MICRO Act"
"H.R. 744",https://www.congress.gov/bill/116th-congress/house-bill/744,"116th Congress (2019-2020)","Protecting Our Communities and Rights Act of 2019"
"H.R. 5301",https://www.congress.gov/bill/116th-congress/house-bill/5301,"116th Congress (2019-2020)","To amend title 18, United States Code, to permit certain individuals complying with State law to possess firearms."
"S. 1506",https://www.congress.gov/bill/116th-congress/senate-bill/1506,"116th Congress (2019-2020)","A bill to amend title 18, United States Code, to permit certain individuals complying with State law to possess firearms."
"S.J.Res. 23",https://www.congress.gov/bill/116th-congress/senate-joint-resolution/23,"116th Congress (2019-2020)","A joint resolution relating to the disapproval of the proposed sale to the Government of the Czech Republic of certain defense articles and services."
"H.Res. 1036",https://www.congress.gov/bill/116th-congress/house-resolution/1036,"116th Congress (2019-2020)","Expressing support for the Fourth of July, America's birthday, and bringing celebration and fireworks to our Nation's ""Shrine of Democracy"" at Mount Rushmore."
"S. 2822",https://www.congress.gov/bill/116th-congress/senate-bill/2822,"116th Congress (2019-2020)","Post–9/11 Veteran Suicide Prevention Counseling Act"
"S. 2554",https://www.congress.gov/bill/116th-congress/senate-bill/2554,"116th Congress (2019-2020)","Expanding Research on Mass Violence Prevention Act"
"H.Res. 678",https://www.congress.gov/bill/116th-congress/house-resolution/678,"116th Congress (2019-2020)","Commending the performance of the Special Operations Forces and a military working dog in the eradication of the terrorist leader of the Islamic State of Iraq and Syria."
"S. 1390",https://www.congress.gov/bill/116th-congress/senate-bill/1390,"116th Congress (2019-2020)","Creig Sharp Funeral Honors for Veterans Act"
"H.Res. 439",https://www.congress.gov/bill/116th-congress/house-resolution/439,"116th Congress (2019-2020)","Maintaining North Korea's seizure of the vessel USS Pueblo and its detention of the crew were in violation of international law and seeking the return of the USS Pueblo to the United States."
"S.Res. 635",https://www.congress.gov/bill/116th-congress/senate-resolution/635,"116th Congress (2019-2020)","A resolution expressing support for the Fourth of July, America's birthday, and the hundreds of businesses and workers that make up the fireworks industry."
"H.Res. 997",https://www.congress.gov/bill/116th-congress/house-resolution/997,"116th Congress (2019-2020)","Expressing support for the Fourth of July, America's birthday, and the hundreds of businesses and workers that make up the fireworks industry."
"H.R. 5002",https://www.congress.gov/bill/116th-congress/house-bill/5002,"116th Congress (2019-2020)","United States Army Rangers Veterans of World War II Congressional Gold Medal Act"
"H.R. 8837",https://www.congress.gov/bill/116th-congress/house-bill/8837,"116th Congress (2019-2020)","To direct the Secretary of Homeland Security to conduct a study on perpetrators of mass killings, and for other purposes."
"H.R. 8631",https://www.congress.gov/bill/116th-congress/house-bill/8631,"116th Congress (2019-2020)","Responsible Ownership of Firearms Act of 2020"
"H.Res. 334",https://www.congress.gov/bill/116th-congress/house-resolution/334,"116th Congress (2019-2020)","Recognizing May 2, 2019, as the 31st anniversary of the National Day of Prayer established under the Act entitled ""An Act to provide for setting aside the first Thursday in May as the date on which the National Day of Prayer is celebrated"", approved May 5, 1988, which was signed by President Ronald Reagan on May 5, 1988."
"H.R. 5549",https://www.congress.gov/bill/116th-congress/house-bill/5549,"116th Congress (2019-2020)","To authorize the President to award the Medal of Honor to Doris Miller posthumously for acts of valor while a member of the Navy during World War II."
"H.J.Res. 81",https://www.congress.gov/bill/116th-congress/house-joint-resolution/81,"116th Congress (2019-2020)","Recognizing the 75th anniversary of the Battle of the Bulge during World War II."
"H.R. 3420",https://www.congress.gov/bill/116th-congress/house-bill/3420,"116th Congress (2019-2020)","Federal Law Enforcement and Public Protection Act"
"H.Res. 702",https://www.congress.gov/bill/116th-congress/house-resolution/702,"116th Congress (2019-2020)","Recognizing that the United States has a moral obligation to meet its foundational promise of guaranteed justice for all."
"H.R. 3285",https://www.congress.gov/bill/116th-congress/house-bill/3285,"116th Congress (2019-2020)","Handgun Purchaser Licensing Act"
"S. 4070",https://www.congress.gov/bill/116th-congress/senate-bill/4070,"116th Congress (2019-2020)","A bill to designate the medical center of the Department of Veterans Affairs in Ann Arbor, Michigan, as the ""Lieutenant Colonel Charles S. Kettles Department of Veterans Affairs Medical Center""."
"H.R. 1156",https://www.congress.gov/bill/116th-congress/house-bill/1156,"116th Congress (2019-2020)","LEOSA Reform Act"
