"Downloaded on",02/27/2024,"22:09:49 EST"
"Search URL",https://www.congress.gov/search?q=%7B%22search%22%3A%22gun%22%2C%22congress%22%3A%5B%22117%22%2C%22116%22%2C%22115%22%2C%22114%22%2C%22113%22%2C%22112%22%2C%22111%22%2C%22110%22%2C%22109%22%2C%22108%22%2C%22107%22%5D%2C%22source%22%3A%22legislation%22%2C%22bill-status%22%3A%22all%22%7D

,"Resize row height to view Amendment Text (Latest) as Excel may have collapsed cells with large texts."

"Legislation Number",URL,Congress,Title
"H.R. 1895",https://www.congress.gov/bill/110th-congress/house-bill/1895,"110th Congress (2007-2008)","Anti-Gun Trafficking Penalties Enhancement Act of 2007"
"S. 3634",https://www.congress.gov/bill/110th-congress/senate-bill/3634,"110th Congress (2007-2008)","End Gun Trafficking Act of 2008"
"S. 77",https://www.congress.gov/bill/110th-congress/senate-bill/77,"110th Congress (2007-2008)","Anti-Gun Trafficking Penalties Enhancement Act of 2007"
"H.R. 1168",https://www.congress.gov/bill/110th-congress/house-bill/1168,"110th Congress (2007-2008)","Foreign Felon Gun Prohibition Act of 2007"
"H.R. 5266",https://www.congress.gov/bill/110th-congress/house-bill/5266,"110th Congress (2007-2008)","National Crime Gun Identification Act"
"H.R. 2013",https://www.congress.gov/bill/110th-congress/house-bill/2013,"110th Congress (2007-2008)","Toy Gun Marking Improvement Act"
"H.R. 96",https://www.congress.gov/bill/110th-congress/house-bill/96,"110th Congress (2007-2008)","Gun Show Loophole Closing Act of 2007"
"H.R. 7115",https://www.congress.gov/bill/110th-congress/house-bill/7115,"110th Congress (2007-2008)","CAN DO Act of 2008"
"H.R. 203",https://www.congress.gov/bill/110th-congress/house-bill/203,"110th Congress (2007-2008)","Domestic Violence Victim Protection Act"
"H.R. 5471",https://www.congress.gov/bill/110th-congress/house-bill/5471,"110th Congress (2007-2008)","To require the Consumer Product Safety Commission to prescribe rules requiring distinctive markings on toy and look-alike firearms."
"H.R. 2424",https://www.congress.gov/bill/110th-congress/house-bill/2424,"110th Congress (2007-2008)","Citizens Protection Act of 2007"
"H.R. 1399",https://www.congress.gov/bill/110th-congress/house-bill/1399,"110th Congress (2007-2008)","District of Columbia Personal Protection Act"
"S. 1001",https://www.congress.gov/bill/110th-congress/senate-bill/1001,"110th Congress (2007-2008)","District of Columbia Personal Protection Act"
"H.R. 6691",https://www.congress.gov/bill/110th-congress/house-bill/6691,"110th Congress (2007-2008)","Second Amendment Enforcement Act"
"H.R. 6842",https://www.congress.gov/bill/110th-congress/house-bill/6842,"110th Congress (2007-2008)","Second Amendment Enforcement Act"
"S. 2237",https://www.congress.gov/bill/110th-congress/senate-bill/2237,"110th Congress (2007-2008)","Crime Control and Prevention Act of 2007"
"H.R. 354",https://www.congress.gov/bill/110th-congress/house-bill/354,"110th Congress (2007-2008)","SAVE Act"
"H.R. 1096",https://www.congress.gov/bill/110th-congress/house-bill/1096,"110th Congress (2007-2008)","Second Amendment Protection Act of 2007"
"H.R. 6257",https://www.congress.gov/bill/110th-congress/house-bill/6257,"110th Congress (2007-2008)","Assault Weapons Ban Reauthorization Act of 2008"
"H.Res. 1331",https://www.congress.gov/bill/110th-congress/house-resolution/1331,"110th Congress (2007-2008)","Second Amendment Enforcement Act"
"H.Res. 865",https://www.congress.gov/bill/110th-congress/house-resolution/865,"110th Congress (2007-2008)","Expressing the sense of the House of Representatives that the March 2007 report of the United Nations Office on Drugs and Crime and the International Bank for Reconstruction and Development makes an important contribution to the understanding of the high levels of crime and violence in the Caribbean, and that the United States should work with Caribbean countries to address crime and violence in the region."
"H.Res. 1465",https://www.congress.gov/bill/110th-congress/house-resolution/1465,"110th Congress (2007-2008)","Recognizing the work of the law enforcement officers in Lake County, Illinois, their cooperative work with the Bureau of Alcohol, Tobacco, Firearms and Explosives agents, and expressing congressional support for their ongoing work protecting Lake County communities from drugs and gangs."
"H.R. 73",https://www.congress.gov/bill/110th-congress/house-bill/73,"110th Congress (2007-2008)","Citizens' Self-Defense Act of 2007"
"H.Res. 886",https://www.congress.gov/bill/110th-congress/house-resolution/886,"110th Congress (2007-2008)","Expressing sympathy to the victims and families of the tragic acts of violence in Colorado Springs, Colorado and Arvada, Colorado."
"H.Res. 1227",https://www.congress.gov/bill/110th-congress/house-resolution/1227,"110th Congress (2007-2008)","Condemning sexual violence in the Democratic Republic of the Congo and calling on the international community to take immediate actions to respond to the violence."
"H.Con.Res. 267",https://www.congress.gov/bill/110th-congress/house-concurrent-resolution/267,"110th Congress (2007-2008)","Calling on the President to commute the sentences of United States Border Patrol Agents Ignacio Ramos and Jose Compean to time served."
"H.R. 6808",https://www.congress.gov/bill/110th-congress/house-bill/6808,"110th Congress (2007-2008)","Presidential Commission to Study the Culture and Glorification of Violence in America Act"
"H.R. 3384",https://www.congress.gov/bill/110th-congress/house-bill/3384,"110th Congress (2007-2008)","Safe Neighborhoods Expansion Act of 2007"
"H.Res. 1060",https://www.congress.gov/bill/110th-congress/house-resolution/1060,"110th Congress (2007-2008)","Expressing condolences to the families of the eight people killed and nine people wounded in the library of the Mercaz Harav Yeshiva in Jerusalem's Kiryat Moshe quarter on March 6, 2008."
"H.R. 1897",https://www.congress.gov/bill/110th-congress/house-bill/1897,"110th Congress (2007-2008)","National Park Second Amendment Restoration and Personal Protection Act of 2007"
"H.Res. 1316",https://www.congress.gov/bill/110th-congress/house-resolution/1316,"110th Congress (2007-2008)","Honoring the service of the Navy and Coast Guard veterans who served on the Landing Ship Tank (LST) amphibious landing craft during World War II, the Korean war, the Vietnam war, Operation Desert Storm, and global operations through 2002 and recognizing the essential role played by LST amphibious craft during these conflicts."
"S. 3499",https://www.congress.gov/bill/110th-congress/senate-bill/3499,"110th Congress (2007-2008)","An original bill to protect innocent Americans from violent crime in national parks."
"S. 2619",https://www.congress.gov/bill/110th-congress/senate-bill/2619,"110th Congress (2007-2008)","Protecting Americans from Violent Crime Act of 2008"
"H.R. 5434",https://www.congress.gov/bill/110th-congress/house-bill/5434,"110th Congress (2007-2008)","Protecting Americans from Violent Crime Act of 2008"
"S. 1331",https://www.congress.gov/bill/110th-congress/senate-bill/1331,"110th Congress (2007-2008)","Long-Range Sniper Rifle Safety Act of 2007"
"H.R. 1874",https://www.congress.gov/bill/110th-congress/house-bill/1874,"110th Congress (2007-2008)","Technological Resource to Assist Criminal Enforcement (TRACE) Act"
"H.Res. 750",https://www.congress.gov/bill/110th-congress/house-resolution/750,"110th Congress (2007-2008)","Recognizing the noble service of the 147th Fighter Wing on their 90th anniversary."
"H.R. 529",https://www.congress.gov/bill/110th-congress/house-bill/529,"110th Congress (2007-2008)","Iraq Weapons Accountability Act of 2007"
"H.Res. 1445",https://www.congress.gov/bill/110th-congress/house-resolution/1445,"110th Congress (2007-2008)","Commending the General Motors Corporation on the occasion of its 100th anniversary."
"H.Con.Res. 257",https://www.congress.gov/bill/110th-congress/house-concurrent-resolution/257,"110th Congress (2007-2008)","Expressing concern regarding arms transfers to Iran and Syria by the Russian Federation and entities in the Russian Federation and urging the President of the United States to implement sanctions against such entities found to be in violation of United States law prohibiting arms transfers to Iran and Syria."
"H.R. 5646",https://www.congress.gov/bill/110th-congress/house-bill/5646,"110th Congress (2007-2008)","Protecting the Second Amendment and Hunting Rights on Federal Lands Act of 2008"
"H.R. 1141",https://www.congress.gov/bill/110th-congress/house-bill/1141,"110th Congress (2007-2008)","Veterans' Heritage Firearms Act of 2007"
"H.R. 2466",https://www.congress.gov/bill/110th-congress/house-bill/2466,"110th Congress (2007-2008)","Violent Crime Reduction Act of 2007"
"S. 3283",https://www.congress.gov/bill/110th-congress/senate-bill/3283,"110th Congress (2007-2008)","Dr. Joseph Medicine Crow Congressional Gold Medal Act"
"H.R. 394",https://www.congress.gov/bill/110th-congress/house-bill/394,"110th Congress (2007-2008)","To provide for payment of certain claims against the Government of Iran."
"H.Res. 1452",https://www.congress.gov/bill/110th-congress/house-resolution/1452,"110th Congress (2007-2008)","Establishing the Select Committee on Financial Bailouts."
"S. 368",https://www.congress.gov/bill/110th-congress/senate-bill/368,"110th Congress (2007-2008)","COPS Improvements Act of 2007"
"H.R. 623",https://www.congress.gov/bill/110th-congress/house-bill/623,"110th Congress (2007-2008)","Second Chance for Ex-Offenders Act of 2007"
"S. 257",https://www.congress.gov/bill/110th-congress/senate-bill/257,"110th Congress (2007-2008)","Columbia-Pacific National Heritage Area Study Act"
"H.R. 1700",https://www.congress.gov/bill/110th-congress/house-bill/1700,"110th Congress (2007-2008)","COPS Improvements Act of 2007"
"S. 2807",https://www.congress.gov/bill/110th-congress/senate-bill/2807,"110th Congress (2007-2008)","Land and Liberty Protection Act of 2008"
"H.R. 6023",https://www.congress.gov/bill/110th-congress/house-bill/6023,"110th Congress (2007-2008)","Freedom to Serve Act of 2008"
"H.R. 6028",https://www.congress.gov/bill/110th-congress/house-bill/6028,"110th Congress (2007-2008)","Merida Initiative to Combat Illicit Narcotics and Reduce Organized Crime Authorization Act of 2008"
"H.R. 2640",https://www.congress.gov/bill/110th-congress/house-bill/2640,"110th Congress (2007-2008)","NICS Improvement Amendments Act of 2007"
"H.R. 2666",https://www.congress.gov/bill/110th-congress/house-bill/2666,"110th Congress (2007-2008)","Blair Holt's Firearm Licensing and Record of Sale Act of 2007"
"H.R. 4900",https://www.congress.gov/bill/110th-congress/house-bill/4900,"110th Congress (2007-2008)","Bureau of Alcohol, Tobacco, Firearms, and Explosives Reform and Firearms Modernization Act of 2007"
"H.R. 3142",https://www.congress.gov/bill/110th-congress/house-bill/3142,"110th Congress (2007-2008)","Violent Crime Prevention and Enforcement Act of 2007"
"H.R. 1575",https://www.congress.gov/bill/110th-congress/house-bill/1575,"110th Congress (2007-2008)","Burt Lake Band of Ottawa and Chippewa Indians Reaffirmation Act"
"S.Res. 302",https://www.congress.gov/bill/110th-congress/senate-resolution/302,"110th Congress (2007-2008)","A resolution censuring the President and Vice President."
"H.Res. 625",https://www.congress.gov/bill/110th-congress/house-resolution/625,"110th Congress (2007-2008)","Censuring the President and Vice President."
"S. 378",https://www.congress.gov/bill/110th-congress/senate-bill/378,"110th Congress (2007-2008)","Court Security Improvement Act of 2007"
"H.R. 660",https://www.congress.gov/bill/110th-congress/house-bill/660,"110th Congress (2007-2008)","Court Security Improvement Act of 2007"
"H.R. 1582",https://www.congress.gov/bill/110th-congress/house-bill/1582,"110th Congress (2007-2008)","Gang Abatement and Prevention Act of 2007"
"S. 2084",https://www.congress.gov/bill/110th-congress/senate-bill/2084,"110th Congress (2007-2008)","School Safety and Law Enforcement Improvement Act of 2007"
"H.R. 407",https://www.congress.gov/bill/110th-congress/house-bill/407,"110th Congress (2007-2008)","Columbia-Pacific National Heritage Area Study Act"
"H.R. 297",https://www.congress.gov/bill/110th-congress/house-bill/297,"110th Congress (2007-2008)","NICS Improvement Act of 2007"
"H.R. 880",https://www.congress.gov/bill/110th-congress/house-bill/880,"110th Congress (2007-2008)","Gang Deterrence and Community Protection Act of 2007"
"H.R. 808",https://www.congress.gov/bill/110th-congress/house-bill/808,"110th Congress (2007-2008)","Department of Peace and Nonviolence Act"
"S. 456",https://www.congress.gov/bill/110th-congress/senate-bill/456,"110th Congress (2007-2008)","Gang Abatement and Prevention Act of 2007"
"H.R. 3922",https://www.congress.gov/bill/110th-congress/house-bill/3922,"110th Congress (2007-2008)","Gang Reduction, Investment, and Prevention Act"
"S. 3002",https://www.congress.gov/bill/110th-congress/senate-bill/3002,"110th Congress (2007-2008)","Department of Defense Authorization Act for Fiscal Year 2009"
"H.R. 4128",https://www.congress.gov/bill/110th-congress/house-bill/4128,"110th Congress (2007-2008)","Criminal Code Modernization and Simplification Act of 2007"
"S. 3001",https://www.congress.gov/bill/110th-congress/senate-bill/3001,"110th Congress (2007-2008)","Duncan Hunter National Defense Authorization Act for Fiscal Year 2009"
"H.R. 3846",https://www.congress.gov/bill/110th-congress/house-bill/3846,"110th Congress (2007-2008)","Youth PROMISE Act"
"S. 1548",https://www.congress.gov/bill/110th-congress/senate-bill/1548,"110th Congress (2007-2008)","Department of Defense Authorization Act for Fiscal Year 2008"
"S. 1547",https://www.congress.gov/bill/110th-congress/senate-bill/1547,"110th Congress (2007-2008)","National Defense Authorization Act for Fiscal Year 2008"
"H.R. 189",https://www.congress.gov/bill/110th-congress/house-bill/189,"110th Congress (2007-2008)","Paterson Great Falls National Historical Park Act of 2008"
"H.R. 2830",https://www.congress.gov/bill/110th-congress/house-bill/2830,"110th Congress (2007-2008)","Coast Guard Authorization Act of 2007"
"H.R. 3547",https://www.congress.gov/bill/110th-congress/house-bill/3547,"110th Congress (2007-2008)","Gang Prevention, Intervention, and Suppression Act"
"H.R. 7322",https://www.congress.gov/bill/110th-congress/house-bill/7322,"110th Congress (2007-2008)","Commerce, Justice, Science, and Related Agencies Appropriations Act, 2009"
"H.R. 3156",https://www.congress.gov/bill/110th-congress/house-bill/3156,"110th Congress (2007-2008)","Violent Crime Control Act of 2007"
"S. 1860",https://www.congress.gov/bill/110th-congress/senate-bill/1860,"110th Congress (2007-2008)","Violent Crime Control Act of 2007"
"S. 3182",https://www.congress.gov/bill/110th-congress/senate-bill/3182,"110th Congress (2007-2008)","Commerce, Justice, Science, and Related Agencies Appropriations Act, 2009"
"S. 1710",https://www.congress.gov/bill/110th-congress/senate-bill/1710,"110th Congress (2007-2008)","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2008"
"S. 3230",https://www.congress.gov/bill/110th-congress/senate-bill/3230,"110th Congress (2007-2008)","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2009"
"H.R. 3043",https://www.congress.gov/bill/110th-congress/house-bill/3043,"110th Congress (2007-2008)","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2008"
"H.R. 4986",https://www.congress.gov/bill/110th-congress/house-bill/4986,"110th Congress (2007-2008)","National Defense Authorization Act for Fiscal Year 2008"
"S. 328",https://www.congress.gov/bill/110th-congress/senate-bill/328,"110th Congress (2007-2008)","Ensuring Implementation of the 9/11 Commission Report Act"
"H.R. 3093",https://www.congress.gov/bill/110th-congress/house-bill/3093,"110th Congress (2007-2008)","Departments of Commerce and Justice, Science, and Related Agencies Appropriations Act, 2008"
"H.Res. 1258",https://www.congress.gov/bill/110th-congress/house-resolution/1258,"110th Congress (2007-2008)","Impeaching George W. Bush, President of the United States, of high crimes and misdemeanors."
"H.R. 1585",https://www.congress.gov/bill/110th-congress/house-bill/1585,"110th Congress (2007-2008)","National Defense Authorization Act for Fiscal Year 2008"
"S. 1200",https://www.congress.gov/bill/110th-congress/senate-bill/1200,"110th Congress (2007-2008)","Indian Health Care Improvement Act Amendments of 2008"
"H.R. 5658",https://www.congress.gov/bill/110th-congress/house-bill/5658,"110th Congress (2007-2008)","Duncan Hunter National Defense Authorization Act for Fiscal Year 2009"
"H.R. 2764",https://www.congress.gov/bill/110th-congress/house-bill/2764,"110th Congress (2007-2008)","Consolidated Appropriations Act, 2008"
"S. 3213",https://www.congress.gov/bill/110th-congress/senate-bill/3213,"110th Congress (2007-2008)","Omnibus Public Land Management Act of 2008"
"S. 1639",https://www.congress.gov/bill/110th-congress/senate-bill/1639,"110th Congress (2007-2008)","A bill to provide for comprehensive immigration reform and for other purposes."
"H.R. 3074",https://www.congress.gov/bill/110th-congress/house-bill/3074,"110th Congress (2007-2008)","Transportation, Housing and Urban Development, and Related Agencies Appropriations Act, 2008"
"H.R. 246",https://www.congress.gov/bill/109th-congress/house-bill/246,"109th Congress (2005-2006)","Child Gun Safety and Gun Access Prevention Act of 2005"
"S. 790",https://www.congress.gov/bill/109th-congress/senate-bill/790,"109th Congress (2005-2006)","A bill to suspend temporarily the duty on electron guns for high definition cathode ray tubes."
"H.R. 1733",https://www.congress.gov/bill/109th-congress/house-bill/1733,"109th Congress (2005-2006)","To suspend temporarily the duty on electron guns for high definition cathode ray tubes (CRTs)."
"S. 2629",https://www.congress.gov/bill/109th-congress/senate-bill/2629,"109th Congress (2005-2006)","Anti-Gun Trafficking Penalties Enhancement Act of 2006"
"H.R. 1931",https://www.congress.gov/bill/109th-congress/house-bill/1931,"109th Congress (2005-2006)","Foreign Felon Gun Prohibition Act"
"H.R. 1566",https://www.congress.gov/bill/109th-congress/house-bill/1566,"109th Congress (2005-2006)","Toy Gun Marking Improvement Act"
"H.R. 3540",https://www.congress.gov/bill/109th-congress/house-bill/3540,"109th Congress (2005-2006)","Gun Show Loophole Closing Act of 2005"
"H.R. 3594",https://www.congress.gov/bill/109th-congress/house-bill/3594,"109th Congress (2005-2006)","Domestic Violence Victim Protection Act"
"S. 1598",https://www.congress.gov/bill/109th-congress/senate-bill/1598,"109th Congress (2005-2006)","Child Protection and Home Safety Act of 2005"
"S. 1584",https://www.congress.gov/bill/109th-congress/senate-bill/1584,"109th Congress (2005-2006)","Child Protection and Home Safety Act of 2005"
"H.R. 947",https://www.congress.gov/bill/109th-congress/house-bill/947,"109th Congress (2005-2006)","Child Protection and Home Safety Act of 2005"
"S. 2460",https://www.congress.gov/bill/109th-congress/senate-bill/2460,"109th Congress (2005-2006)","A bill to permit access to certain information in the Firearms Trace System database."
"H.R. 5033",https://www.congress.gov/bill/109th-congress/house-bill/5033,"109th Congress (2005-2006)","To permit access to certain information in the Firearms Trace System database."
"S. 1082",https://www.congress.gov/bill/109th-congress/senate-bill/1082,"109th Congress (2005-2006)","District of Columbia Personal Protection Act"
"H.R. 1288",https://www.congress.gov/bill/109th-congress/house-bill/1288,"109th Congress (2005-2006)","District of Columbia Personal Protection Act"
"H.R. 654",https://www.congress.gov/bill/109th-congress/house-bill/654,"109th Congress (2005-2006)","50 Caliber Sniper Rifle Reduction Act"
"H.R. 2624",https://www.congress.gov/bill/109th-congress/house-bill/2624,"109th Congress (2005-2006)","To suspend temporarily the duty on certain items and to reduce temporarily the duty on certain items."
"H.R. 4390",https://www.congress.gov/bill/109th-congress/house-bill/4390,"109th Congress (2005-2006)","Crackdown on Deadbeat Dealers Act of 2005"
"S. 397",https://www.congress.gov/bill/109th-congress/senate-bill/397,"109th Congress (2005-2006)","Protection of Lawful Commerce in Arms Act"
"H.R. 5092",https://www.congress.gov/bill/109th-congress/house-bill/5092,"109th Congress (2005-2006)","Bureau of Alcohol, Tobacco, Firearms, and Explosives (BATFE) Modernization and Reform Act of 2006"
"S. 620",https://www.congress.gov/bill/109th-congress/senate-bill/620,"109th Congress (2005-2006)","Assault Weapons Ban Reauthorization Act of 2005"
"H.R. 47",https://www.congress.gov/bill/109th-congress/house-bill/47,"109th Congress (2005-2006)","Citizens' Self-Defense Act of 2005"
"H.R. 4376",https://www.congress.gov/bill/109th-congress/house-bill/4376,"109th Congress (2005-2006)","Springfield Armory National Historic Site, Massachusetts Act of 2006"
"S. 935",https://www.congress.gov/bill/109th-congress/senate-bill/935,"109th Congress (2005-2006)","Fifty Caliber Sniper Weapons Regulation Act of 2005"
"H.Res. 530",https://www.congress.gov/bill/109th-congress/house-resolution/530,"109th Congress (2005-2006)","Expressing the sense of the House of Representatives condemning the actions of the Gretna Police Department, the Jefferson Parish Sheriff's Department and all officers under their command who closed to foot traffic the Greater New Orleans Bridge in the aftermath of Hurricane Katrina and prevented hundreds of citizens from evacuating the City of New Orleans, and recognizing that at all times and especially during a time of national crisis, that all citizens should be treated in a lawful manner and with dignity and respect."
"H.Res. 1082",https://www.congress.gov/bill/109th-congress/house-resolution/1082,"109th Congress (2005-2006)","Condemning the decision by the city of St. Denis, France, to name a street in honor of Mumia Abu-Jamal, the convicted murderer of Philadelphia Police Officer Danny Faulkner."
"H.R. 1384",https://www.congress.gov/bill/109th-congress/house-bill/1384,"109th Congress (2005-2006)","Firearm Commerce Modernization Act"
"H.Res. 575",https://www.congress.gov/bill/109th-congress/house-resolution/575,"109th Congress (2005-2006)","Asserting that Hamas and other terrorist organizations should not participate in elections held by the Palestinian Authority, and for other purposes."
"S. 1035",https://www.congress.gov/bill/109th-congress/senate-bill/1035,"109th Congress (2005-2006)","Code Talkers Recognition Act"
"S. 4057",https://www.congress.gov/bill/109th-congress/senate-bill/4057,"109th Congress (2005-2006)","National Park Second Amendment Restoration and Personal Protection Act of 2006"
"S. 945",https://www.congress.gov/bill/109th-congress/senate-bill/945,"109th Congress (2005-2006)","PROTECTION Act"
"H.R. 4597",https://www.congress.gov/bill/109th-congress/house-bill/4597,"109th Congress (2005-2006)","Code Talkers Recognition Act"
"H.R. 5005",https://www.congress.gov/bill/109th-congress/house-bill/5005,"109th Congress (2005-2006)","Firearms Corrections and Improvements Act"
"H.Con.Res. 407",https://www.congress.gov/bill/109th-congress/house-concurrent-resolution/407,"109th Congress (2005-2006)","Condemning the decision by the city of St. Denis, France, to name a street in honor of Mumia Abu-Jamal, the convicted murderer of Philadelphia Police Officer Danny Faulkner."
"H.R. 3436",https://www.congress.gov/bill/109th-congress/house-bill/3436,"109th Congress (2005-2006)","Second Amendment Protection Act of 2005"
"S. 1488",https://www.congress.gov/bill/109th-congress/senate-bill/1488,"109th Congress (2005-2006)","Second Amendment Protection Act of 2005"
"S. 864",https://www.congress.gov/bill/109th-congress/senate-bill/864,"109th Congress (2005-2006)","Nuclear Security Act of 2005"
"S.Con.Res. 117",https://www.congress.gov/bill/109th-congress/senate-concurrent-resolution/117,"109th Congress (2005-2006)","A concurrent resolution officially designating the National Museum of the Pacific War in Fredericksburg, Texas, as The National Museum of the Pacific War."
"H.R. 5073",https://www.congress.gov/bill/109th-congress/house-bill/5073,"109th Congress (2005-2006)","Technological Resource to Assist Criminal Enforcement (TRACE) Act"
"S. 392",https://www.congress.gov/bill/109th-congress/senate-bill/392,"109th Congress (2005-2006)","A bill to authorize the President to award a gold medal on behalf of Congress, collectively, to the Tuskegee Airmen in recognition of their unique military record, which inspired revolutionary reform in the Armed Forces."
"H.R. 1259",https://www.congress.gov/bill/109th-congress/house-bill/1259,"109th Congress (2005-2006)","To award a congressional gold medal on behalf of the Tuskegee Airmen, collectively,  in recognition of their unique military record, which inspired revolutionary reform in the Armed Forces."
"H.R. 6318",https://www.congress.gov/bill/109th-congress/house-bill/6318,"109th Congress (2005-2006)","Iraq Weapons Accountability Act of 2006"
"H.Res. 827",https://www.congress.gov/bill/109th-congress/house-resolution/827,"109th Congress (2005-2006)","Honoring the life and accomplishments of Damu Amiri Imara Smith."
"H.R. 2217",https://www.congress.gov/bill/109th-congress/house-bill/2217,"109th Congress (2005-2006)","To amend the Consumer Product Safety Act to confirm the Consumer Product Safety Commission's jurisdiction over child safety devices for handguns, and for other purposes."
"H.J.Res. 95",https://www.congress.gov/bill/109th-congress/house-joint-resolution/95,"109th Congress (2005-2006)","Recognizing the 66th anniversary of the Battle of Attu and the end of Imperial Japanese control of the Aleutian Islands of Alaska during World War II and urging the Secretary of the Interior to work to protect the historic sites associated with the battle and the Aleutian World War II National Historic Area, and for other purposes."
"H.R. 4299",https://www.congress.gov/bill/109th-congress/house-bill/4299,"109th Congress (2005-2006)","Choctaw Code Talkers Recognition Act"
"H.R. 2088",https://www.congress.gov/bill/109th-congress/house-bill/2088,"109th Congress (2005-2006)","Veterans' Heritage Firearms Act of 2005"
"H.R. 3358",https://www.congress.gov/bill/109th-congress/house-bill/3358,"109th Congress (2005-2006)","To provide for payment of certain claims against the Government of Iran."
"H.R. 662",https://www.congress.gov/bill/109th-congress/house-bill/662,"109th Congress (2005-2006)","Second Chance for Ex-Offenders Act of 2005"
"S. 3035",https://www.congress.gov/bill/109th-congress/senate-bill/3035,"109th Congress (2005-2006)","Columbia-Pacific National Heritage Area Study Act"
"H.R. 5485",https://www.congress.gov/bill/109th-congress/house-bill/5485,"109th Congress (2005-2006)","Columbia-Pacific National Heritage Area Study Act"
"H.Con.Res. 168",https://www.congress.gov/bill/109th-congress/house-concurrent-resolution/168,"109th Congress (2005-2006)","Condemning the Democratic People's Republic of Korea for the abductions and continued captivity of citizens of the Republic of Korea and Japan as acts of terrorism and gross violations of human rights."
"H.R. 800",https://www.congress.gov/bill/109th-congress/house-bill/800,"109th Congress (2005-2006)","Protection of Lawful Commerce in Arms Act"
"S. 2013",https://www.congress.gov/bill/109th-congress/senate-bill/2013,"109th Congress (2005-2006)","United States-Russia Polar Bear Conservation and Management Act of 2005"
"H.R. 4802",https://www.congress.gov/bill/109th-congress/house-bill/4802,"109th Congress (2005-2006)","Burt Lake Band of Ottawa and Chippewa Indians Reaffirmation Act"
"H.R. 952",https://www.congress.gov/bill/109th-congress/house-bill/952,"109th Congress (2005-2006)","Torture Outsourcing Prevention Act"
"H.R. 1751",https://www.congress.gov/bill/109th-congress/house-bill/1751,"109th Congress (2005-2006)","Court Security Improvement Act of 2006"
"H.R. 665",https://www.congress.gov/bill/109th-congress/house-bill/665,"109th Congress (2005-2006)","Omnibus Nonproliferation and Anti-Nuclear Terrorism Act of 2005"
"S. 1756",https://www.congress.gov/bill/109th-congress/senate-bill/1756,"109th Congress (2005-2006)","Department of Peace and Nonviolence Act"
"H.R. 1415",https://www.congress.gov/bill/109th-congress/house-bill/1415,"109th Congress (2005-2006)","NICS Improvement Act of 2005"
"H.R. 1279",https://www.congress.gov/bill/109th-congress/house-bill/1279,"109th Congress (2005-2006)","Gang Deterrence and Community Protection Act of 2005"
"H.R. 3469",https://www.congress.gov/bill/109th-congress/house-bill/3469,"109th Congress (2005-2006)","Coral Reef Conservation and Protection Act of 2005"
"H.R. 3760",https://www.congress.gov/bill/109th-congress/house-bill/3760,"109th Congress (2005-2006)","Department of Peace and Nonviolence Act"
"S. 155",https://www.congress.gov/bill/109th-congress/senate-bill/155,"109th Congress (2005-2006)","Gang Prevention and Effective Deterrence Act of 2005"
"H.R. 970",https://www.congress.gov/bill/109th-congress/house-bill/970,"109th Congress (2005-2006)","Gang Prevention and Effective Deterrence Act of 2005"
"H.R. 4075",https://www.congress.gov/bill/109th-congress/house-bill/4075,"109th Congress (2005-2006)","United States-Russia Polar Bear Conservation and Management Act of 2006"
"S. 4028",https://www.congress.gov/bill/109th-congress/senate-bill/4028,"109th Congress (2005-2006)","Fighting Gangs and Empowering Youth Act of 2006"
"H.R. 6253",https://www.congress.gov/bill/109th-congress/house-bill/6253,"109th Congress (2005-2006)","Criminal Code Modernization and Simplification Act of 2006"
"S. 12",https://www.congress.gov/bill/109th-congress/senate-bill/12,"109th Congress (2005-2006)","Targeting Terrorists More Effectively Act of 2005"
"H.R. 4472",https://www.congress.gov/bill/109th-congress/house-bill/4472,"109th Congress (2005-2006)","Adam Walsh Child Protection and Safety Act of 2006"
"H.R. 3010",https://www.congress.gov/bill/109th-congress/house-bill/3010,"109th Congress (2005-2006)","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2006"
"H.R. 5647",https://www.congress.gov/bill/109th-congress/house-bill/5647,"109th Congress (2005-2006)","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2007"
"S. 3708",https://www.congress.gov/bill/109th-congress/senate-bill/3708,"109th Congress (2005-2006)","Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2007"
"S. 3875",https://www.congress.gov/bill/109th-congress/senate-bill/3875,"109th Congress (2005-2006)","Real Security Act of 2006"
"S. 3456",https://www.congress.gov/bill/109th-congress/senate-bill/3456,"109th Congress (2005-2006)","Homeland Emergency Response Operations Act"
"H.R. 5017",https://www.congress.gov/bill/109th-congress/house-bill/5017,"109th Congress (2005-2006)","Ensuring Implementation of the 9/11 Commission Report Act"
"S. 600",https://www.congress.gov/bill/109th-congress/senate-bill/600,"109th Congress (2005-2006)","Foreign Affairs Authorization Act, Fiscal Years 2006 and 2007"
"H.R. 5946",https://www.congress.gov/bill/109th-congress/house-bill/5946,"109th Congress (2005-2006)","Magnuson-Stevens Fishery Conservation and Management Reauthorization Act of 2006"
